사고신고사유,사고일시,공정율,날씨,지역,공사종류,공사비,공종소분류,사망자,내국인사망자,외국인사망자,남성사망자,여성사망자,10이상20미만 사망자,20이상30미만 사망자,30이상40미만 사망자,40이상50미만 사망자,50이상60미만 사망자,60이상사망자,부상자,내국인부상자,외국인부상자,남성부상자,여성부상자,10이상20미만 부상자,20이상30미만 부상자,30이상40미만 부상자,40이상50미만 부상자,50이상60미만 부상자,60이상부상자
3일이상 휴업이 필요한 부상,2019-09-08 11:00:00,90% 이상,맑음,강원도,토목/항만/방파제,50억 ~ 100억원 미만,항만공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-08 11:00:00,40~49%,흐림,인천광역시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
기타,2019-09-08 11:30:00,10~19%,강우,경상북도,건축/건축물/의료시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-08 16:50:00,90% 이상,흐림,강원도,토목/상하수도/상수도,150억 ~ 200억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
기타,2019-09-09 07:50:00,40~49%,강우,전라북도,건축/건축물/공동주택,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-09 10:00:00,60~69%,맑음,서울특별시,건축/건축물/교육연구시설,20억 ~ 50억원 미만,기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-09 10:30:00,10% 미만,맑음,강원도,토목/기타/부지조성,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-09 11:40:00,20~29%,흐림,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
1000만원 이상의 재산피해,2019-09-09 13:15:00,30~39%,강풍,경기도,건축/건축물/교육연구시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-09 14:30:00,10~19%,강우,경기도,건축/건축물/공동주택,3억 ~ 5억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-09 14:40:00,10~19%,맑음,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-09 15:10:00,60~69%,흐림,서울특별시,건축/건축물/업무시설,20억 ~ 50억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
기타,2019-09-09 15:30:00,20~29%,강우,광주광역시,건축/건축물/공동주택,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-09 16:00:00,60~69%,강풍,경기도,건축/건축물/근린생활시설,100억 ~ 150억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-09 16:20:00,90% 이상,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-10 08:10:00,20~29%,맑음,대구광역시,건축/건축물/의료시설,200억 ~ 300억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-10 10:30:00,50~59%,흐림,대구광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-10 11:00:00,90% 이상,강우,경기도,건축/건축물/공장,200억 ~ 300억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-10 11:30:00,20~29%,맑음,경상북도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-10 13:30:00,30~39%,맑음,대구광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1000만원 이상의 재산피해,2019-09-10 14:28:00,40~49%,맑음,충청북도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-10 14:30:00,10~19%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-10 14:30:00,10% 미만,강우,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-10 16:30:00,10% 미만,강우,전라남도,건축/건축물/공장,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-11 07:50:00,20~29%,맑음,서울특별시,건축/건축물/공동주택,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
사망 1명 이상,2019-09-11 08:38:00,10% 미만,맑음,서울특별시,건축/건축물/공동주택,5억 ~ 10억원 미만,기타,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-11 10:00:00,50~59%,강우,전라남도,건축/건축물/기타,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-11 13:07:00,10% 미만,맑음,제주특별자치도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-11 14:35:00,20~29%,흐림,대구광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-12 07:30:00,90% 이상,맑음,부산광역시,건축/건축물/판매시설,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-15 07:20:00,20~29%,맑음,경기도,건축/건축물/공장,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 07:00:00,10~19%,맑음,세종특별자치시,건축/건축물/교육연구시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 08:30:00,30~39%,맑음,인천광역시,건축/건축물/업무시설,300억 ~ 500억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2019-09-16 09:30:00,20~29%,맑음,경기도,건축/건축물/교정 및 군사시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 09:30:00,50~59%,맑음,경기도,토목/교량/도로교량,300억 ~ 500억원 미만,교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-16 09:30:00,40~49%,맑음,경기도,건축/건축물/교육연구시설,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-16 09:40:00,30~39%,맑음,서울특별시,건축/건축물/업무시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-16 10:09:00,10~19%,맑음,충청남도,토목/하천/배수펌프장,20억 ~ 50억원 미만,하천공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 10:30:00,60~69%,맑음,충청남도,건축/건축물/교육연구시설,150억 ~ 200억원 미만,창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2019-09-16 10:45:00,30~39%,맑음,충청남도,토목/상하수도/상수도,20억 ~ 50억원 미만,관공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-16 11:10:00,10~19%,맑음,경상남도,건축/건축물/노유자시설,1억 ~ 2억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
기타,2019-09-16 11:30:00,10~19%,맑음,광주광역시,건축/건축물/공동주택,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 11:30:00,30~39%,맑음,제주특별자치도,토목/상하수도/기타,150억 ~ 200억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-16 11:50:00,20~29%,맑음,전라북도,건축/건축물/교육연구시설,5억 ~ 10억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 11:55:00,20~29%,맑음,울산광역시,토목/상하수도/하수도,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-16 13:30:00,80~89%,맑음,경기도,건축/건축물/공동주택,300억 ~ 500억원 미만,도장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 14:00:00,60~69%,맑음,강원도,건축/건축물/문화 및 집회시설,50억 ~ 100억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 14:00:00,90% 이상,맑음,인천광역시,건축/건축물/근린생활시설,1억 ~ 2억원 미만,기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 14:20:00,80~89%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-16 14:20:00,20~29%,맑음,충청남도,산업환경설비/발전시설,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 14:50:00,30~39%,맑음,충청북도,토목/상하수도/하수도,100억 ~ 150억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-16 16:00:00,60~69%,맑음,충청남도,토목/상하수도/상수도,"500억 ~ 1,000억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-16 16:30:00,90% 이상,흐림,전라북도,건축/건축물/공동주택,5억 ~ 10억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-17 03:00:00,90% 이상,흐림,전라북도,토목/항만/기타,"500억 ~ 1,000억원 미만",항만공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
1000만원 이상의 재산피해,2019-09-17 07:10:00,60~69%,맑음,전라북도,건축/건축물/공장,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 08:00:00,80~89%,맑음,경상남도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 08:25:00,80~89%,맑음,전라남도,건축/건축물/운수시설,200억 ~ 300억원 미만,지붕 및 홈통공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 10:00:00,30~39%,맑음,전라남도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 10:30:00,90% 이상,흐림,서울특별시,건축/건축물/공동주택,3억 ~ 5억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-17 10:31:00,80~89%,맑음,경상북도,건축/건축물/근린생활시설,20억 ~ 50억원 미만,타일 및 돌공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2019-09-17 10:40:00,80~89%,맑음,강원도,토목/터널/철도터널,"500억 ~ 1,000억원 미만",터널공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-17 10:50:00,80~89%,맑음,대구광역시,건축/건축물/의료시설,100억 ~ 150억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 11:00:00,20~29%,맑음,서울특별시,건축/건축물/업무시설,100억 ~ 150억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
기타,2019-09-17 11:20:00,50~59%,맑음,서울특별시,건축/건축물/교육연구시설,100억 ~ 150억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
기타,2019-09-17 11:20:00,30~39%,맑음,세종특별자치시,건축/건축물/교육연구시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-17 11:30:00,80~89%,맑음,충청북도,건축/건축물/공장,"1,000만원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 13:00:00,90% 이상,맑음,경상북도,건축/건축물/공동주택,"1,000억원 이상",조적공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-17 15:20:00,90% 이상,맑음,인천광역시,산업환경설비/발전시설,100억 ~ 150억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-17 15:30:00,20~29%,맑음,경기도,건축/건축물/기타,"1,000만원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 15:30:00,30~39%,맑음,대구광역시,건축/건축물/종교시설,3억 ~ 5억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 16:00:00,30~39%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",목공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-17 16:14:00,60~69%,맑음,대구광역시,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-17 16:30:00,30~39%,맑음,서울특별시,건축/건축물/공동주택,200억 ~ 300억원 미만,조적공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-17 16:30:00,90% 이상,맑음,부산광역시,건축/건축물/교육연구시설,5억 ~ 10억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-18 08:18:00,90% 이상,맑음,전라북도,토목/옹벽 및 절토사면/옹벽,10억 ~ 20억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 09:30:00,80~89%,맑음,서울특별시,건축/건축물/업무시설,10억 ~ 20억원 미만,지붕 및 홈통공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 09:30:00,70~79%,맑음,충청남도,건축/건축물/교육연구시설,2억 ~ 3억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 09:45:00,70~79%,맑음,강원도,토목/항만/기타,300억 ~ 500억원 미만,하천공사,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0
3일이상 휴업이 필요한 부상,2019-09-18 10:00:00,90% 이상,맑음,경기도,건축/건축물/교정 및 군사시설,20억 ~ 50억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-18 10:00:00,50~59%,맑음,경기도,토목/교량/철도교량,"500억 ~ 1,000억원 미만",교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 10:00:00,70~79%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 10:10:00,40~49%,맑음,경기도,건축/건축물/근린생활시설,10억 ~ 20억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 10:30:00,30~39%,맑음,충청남도,건축/건축물/공장,100억 ~ 150억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 10:30:00,20~29%,맑음,강원도,건축/건축물/교정 및 군사시설,300억 ~ 500억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 11:25:00,10% 미만,맑음,경상남도,건축/건축물/근린생활시설,200억 ~ 300억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 11:30:00,90% 이상,맑음,서울특별시,건축/건축물/숙박시설,20억 ~ 50억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 11:40:00,20~29%,맑음,강원도,토목/도로/도로,"500억 ~ 1,000억원 미만",교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 12:00:00,10% 미만,맑음,대구광역시,건축/건축물/공동주택,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-18 13:10:00,30~39%,맑음,충청북도,건축/건축물/운수시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-18 14:10:00,10~19%,맑음,경기도,건축/건축물/공장,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-18 15:00:00,90% 이상,맑음,서울특별시,건축/건축물/업무시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"사망 1명 이상, 3일이상 휴업이 필요한 부상",2019-09-18 16:00:00,90% 이상,맑음,경기도,건축/건축물/공장,300억 ~ 500억원 미만,수장공사,1,1,0,1,0,0,0,0,0,1,0,3,3,0,3,0,0,1,2,0,0,0
3일이상 휴업이 필요한 부상,2019-09-19 09:00:00,80~89%,맑음,경상북도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-19 09:17:00,60~69%,맑음,세종특별자치시,건축/건축물/위험물 저장 및 처리시설,5억 ~ 10억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-19 09:26:00,10% 미만,맑음,세종특별자치시,건축/건축물/교정 및 군사시설,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-19 09:30:00,80~89%,맑음,충청북도,토목/옹벽 및 절토사면/절토사면,50억 ~ 100억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-19 10:00:00,10% 미만,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-19 10:00:00,40~49%,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-19 11:00:00,60~69%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2019-09-19 11:00:00,10% 미만,맑음,경상남도,건축/건축물/노유자시설,5억 ~ 10억원 미만,철근콘크리트공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2019-09-19 15:53:00,60~69%,맑음,충청남도,건축/건축물/문화 및 집회시설,20억 ~ 50억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-19 18:00:00,80~89%,맑음,경상남도,토목/도로/도로,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-20 07:00:00,60~69%,맑음,경상남도,건축/건축물/근린생활시설,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-20 09:50:00,80~89%,맑음,충청북도,건축/건축물/공장,100억 ~ 150억원 미만,전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-20 10:45:00,70~79%,맑음,경기도,건축/건축물/의료시설,"500억 ~ 1,000억원 미만",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
기타,2019-09-20 11:00:00,10% 미만,맑음,전라남도,토목/도로/기타,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-20 11:00:00,10~19%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-20 14:20:00,10~19%,맑음,전라북도,건축/건축물/근린생활시설,"1,000만원 미만",도장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-20 14:54:00,70~79%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2019-09-20 15:00:00,10~19%,흐림,서울특별시,건축/건축물/공동주택,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2019-09-20 15:00:00,80~89%,흐림,전라북도,토목/상하수도/하수도,50억 ~ 100억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-20 15:00:00,90% 이상,맑음,전라북도,토목/상하수도/하수도,50억 ~ 100억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-20 15:00:00,60~69%,맑음,대전광역시,건축/건축물/교육연구시설,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2019-09-20 15:20:00,60~69%,맑음,부산광역시,건축/건축물/판매시설,20억 ~ 50억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2019-09-20 15:40:00,10% 미만,맑음,충청남도,산업환경설비/산업생산시설/석유화학공장,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
